Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,312.1552734375,314.2054443359375,310.5239562988281,310.96484375,270.2769470214844,789966
2019-01-02,311.6702880859375,312.61822509765625,307.32745361328125,309.00286865234375,268.5716552734375,1732725
2019-01-03,309.2894287109375,311.1412048339844,304.7041015625,306.1811218261719,266.1191101074219,1026926
2019-01-04,306.864501953125,310.7444152832031,306.2031555175781,307.9447021484375,267.6519470214844,1968379
2019-01-07,309.7964782714844,311.2734680175781,306.02679443359375,308.5840148925781,268.2076110839844,528744
2019-01-08,308.5840148925781,310.83258056640625,307.3053894042969,308.5399169921875,268.1692810058594,528227
2019-01-09,308.6942138671875,309.3114929199219,305.1229553222656,307.3715515136719,267.1537780761719,637577
2019-01-10,306.46771240234375,309.1351318359375,306.46771240234375,308.29742431640625,267.95849609375,464650
2019-01-11,308.3194580078125,308.8485412597656,305.8283996582031,307.6360778808594,267.3836669921875,384295
2019-01-14,307.2613220214844,307.3053894042969,304.90252685546875,305.5638732910156,265.5826416015625,549815
2019-01-15,306.864501953125,308.18719482421875,305.1229553222656,306.5779113769531,266.4639892578125,422252
2019-01-16,306.46771240234375,309.6642150878906,305.6079406738281,306.3795166015625,266.2915954589844,539948
2019-01-17,307.7463073730469,307.7463073730469,304.2411804199219,305.5859069824219,265.6017761230469,467587
2019-01-18,304.7481994628906,306.7983703613281,302.25714111328125,305.8504333496094,265.83172607421875,420233
2019-01-21,305.9386291503906,307.6140441894531,302.2350769042969,303.359375,263.6666259765625,536211
2019-01-22,304.6600341796875,305.9826965332031,298.7079162597656,303.4475402832031,263.74322509765625,705851
2019-01-23,303.33734130859375,305.32135009765625,299.2369689941406,300.36126708984375,261.060791015625,613712
2019-01-24,299.9203796386719,304.2852478027344,299.03857421875,303.86639404296875,264.1072692871094,859721
2019-01-25,302.4555358886719,305.9826965332031,299.5456237792969,300.8903503417969,261.5206298828125,1110410
2019-01-28,299.854248046875,302.2791748046875,289.5813293457031,291.6315002441406,253.47325134277344,1259381
2019-01-29,290.463134765625,295.8420715332031,289.3608703613281,294.1225891113281,255.63839721679688,903230
2019-01-30,295.8420715332031,301.0887451171875,293.6375732421875,299.9424133300781,260.6966857910156,574360
2019-01-31,298.7519836425781,302.4335021972656,296.1947937011719,297.2970275878906,258.3974609375,947851
2019-02-01,298.9283447265625,299.3692626953125,291.8739929199219,294.5193786621094,255.98324584960938,904673
2019-02-04,293.0423889160156,294.80596923828125,288.7877197265625,289.8238220214844,251.90206909179688,949497
2019-02-05,289.8238220214844,292.8880615234375,282.6813049316406,284.6873779296875,247.43771362304688,1441626
2019-02-06,273.3563232421875,278.9997863769531,258.5201110839844,262.0693359375,227.77911376953125,12370509
2019-02-07,261.8929748535156,265.7508239746094,259.6444091796875,263.7006530761719,229.1969757080078,3961993
2019-02-08,263.039306640625,266.74285888671875,260.5482482910156,262.0032043457031,227.7216339111328,2235055
2019-02-11,261.45208740234375,263.5463562011719,255.72042846679688,257.94696044921875,224.1961212158203,2509001
2019-02-12,257.0431213378906,258.4539794921875,249.7462615966797,250.87054443359375,218.0456085205078,1900776
2019-02-14,248.53379821777344,251.06895446777344,244.4775390625,249.81239318847656,217.1259002685547,1058321
2019-02-15,249.1951446533203,249.1951446533203,242.53759765625,244.76412963867188,212.73817443847656,1294378
2019-02-18,245.13888549804688,247.76222229003906,242.9344024658203,244.63185119628906,212.6232147216797,1378971
2019-02-19,245.38137817382812,252.47982788085938,245.13888549804688,249.5699005126953,216.91514587402344,1609032
2019-02-20,251.11305236816406,252.1932373046875,247.93858337402344,249.12901306152344,216.53195190429688,619427
2019-02-21,251.06895446777344,252.4136962890625,248.5999298095703,249.48171997070312,216.8385009765625,766380
2019-02-22,248.44561767578125,250.87054443359375,246.0206756591797,249.01878356933594,216.43614196777344,947576
2019-02-25,250.3414764404297,251.37757873535156,247.8063201904297,249.7903594970703,217.10675048828125,1289096
2019-02-26,248.2251739501953,249.7462615966797,245.13888549804688,246.042724609375,213.8494873046875,1886464
2019-02-27,246.90248107910156,248.8865203857422,242.66986083984375,245.11683654785156,213.04473876953125,1360214
2019-02-28,245.80023193359375,247.5858612060547,244.54367065429688,245.29319763183594,213.19802856445312,1957197
2019-03-01,246.88043212890625,250.60601806640625,246.46157836914062,248.90855407714844,216.34034729003906,2395206
2019-03-05,249.5478515625,256.8226623535156,249.173095703125,255.38975524902344,221.97352600097656,5662845
