Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,25200.0,25200.0,24602.55078125,24847.19921875,23833.33984375,33677
2019-01-02,24790.0,25111.0,24330.0,24591.150390625,23587.744140625,29590
2019-01-03,24500.0,24700.0,23529.44921875,23614.099609375,22650.55859375,41968
2019-01-04,23800.0,24000.0,22532.599609375,22663.0,21738.265625,72358
2019-01-07,22977.650390625,23498.80078125,21825.0,21907.55078125,21013.638671875,169813
2019-01-08,21970.0,23175.0,21601.19921875,23021.599609375,22082.236328125,119344
2019-01-09,23061.0,23388.0,22762.349609375,23262.80078125,22313.595703125,64706
2019-01-10,23300.0,23399.0,22900.0,23176.349609375,22230.66796875,34167
2019-01-11,23176.349609375,23449.0,22734.05078125,23356.0,22402.9921875,44616
2019-01-14,23191.0,23899.0,22960.44921875,23817.75,22845.896484375,46614
2019-01-15,24048.0,24266.5,23600.0,23760.599609375,22791.078125,52568
2019-01-16,23725.5,24023.900390625,23110.0,23361.19921875,22407.98046875,60637
2019-01-17,23440.0,23559.80078125,23120.0,23265.75,22316.423828125,32601
2019-01-18,23345.0,23370.0,22851.80078125,22969.69921875,22032.453125,32584
2019-01-21,22969.0,23340.05078125,22780.599609375,22954.19921875,22017.583984375,28852
2019-01-22,22501.0,23083.900390625,22415.0,22590.55078125,21668.775390625,141081
2019-01-23,22504.5,22860.0,22501.5,22808.849609375,21878.162109375,37842
2019-01-24,22790.05078125,23325.0,22729.900390625,23172.94921875,22227.408203125,32985
2019-01-25,23324.80078125,23485.0,22605.05078125,22758.19921875,21829.583984375,51149
2019-01-28,22849.0,22900.0,22313.0,22370.80078125,21457.98828125,25359
2019-01-29,22370.80078125,22979.400390625,22350.0,22826.75,21895.3359375,25839
2019-01-30,22985.0,23375.94921875,22622.900390625,23157.69921875,22212.779296875,30436
2019-01-31,23340.0,23493.849609375,22969.150390625,23370.0,22416.416015625,65841
2019-02-01,23360.0,24171.25,23300.599609375,24039.05078125,23058.1640625,48386
2019-02-04,24039.0,24560.849609375,23850.0,24201.44921875,23213.939453125,29121
2019-02-05,24202.849609375,24448.0,24061.75,24234.55078125,23245.69140625,21635
2019-02-06,24350.0,24350.0,24050.0,24177.099609375,23190.587890625,26142
2019-02-07,24199.0,24625.0,23775.05078125,23881.599609375,22907.142578125,26574
2019-02-08,23710.0,23985.400390625,23500.0,23570.099609375,22608.353515625,23385
2019-02-11,23425.55078125,23793.80078125,23311.0,23609.650390625,22646.2890625,16211
2019-02-12,23701.0,23962.0,23631.0,23713.44921875,22745.853515625,15183
2019-02-14,24252.0,24580.0,23806.25,23990.0,23011.119140625,65302
2019-02-15,24700.0,24700.0,21700.0,21971.099609375,21074.6015625,143444
2019-02-18,21969.94921875,22222.0,21510.0,21970.30078125,21073.828125,45941
2019-02-19,22100.0,22424.599609375,21555.55078125,21627.650390625,20745.1640625,62090
2019-02-20,21838.0,21838.0,20300.0,20566.099609375,19726.92578125,130582
2019-02-21,20688.0,21402.0,20572.0,21282.150390625,20483.478515625,65511
2019-02-22,21392.0,21617.05078125,21012.5,21541.650390625,20733.23828125,56968
2019-02-25,21605.0,22493.30078125,21333.30078125,21996.099609375,21170.6328125,76735
2019-02-26,21649.94921875,22280.0,21405.0,22168.5,21336.564453125,45766
2019-02-27,22330.0,22657.650390625,22200.05078125,22487.0,21643.115234375,52767
2019-02-28,22640.0,22688.94921875,22199.5,22287.349609375,21450.95703125,39440
2019-03-01,22187.0,22575.19921875,22170.0,22246.5,21411.64453125,32964
2019-03-05,22150.25,23150.0,22150.25,22898.5,22039.16796875,46280
2019-03-06,22999.0,23449.0,22746.25,23254.099609375,22381.4296875,72001
2019-03-07,23250.0,23849.0,22950.0,23107.150390625,22239.9921875,44443
2019-03-08,23065.0,23478.349609375,22900.0,23003.400390625,22140.134765625,28742
2019-03-11,23123.0,23899.0,23085.150390625,23833.25,22938.841796875,41150
2019-03-12,24000.0,24363.0,23860.0,24127.0,23221.56640625,50616
2019-03-13,24149.0,24149.0,23810.150390625,23902.5,23005.498046875,18136
2019-03-14,23965.0,24090.0,23526.0,23697.900390625,22808.572265625,31258
2019-03-15,23878.650390625,23990.0,23529.69921875,23675.30078125,22786.81640625,20790
2019-03-18,23823.599609375,23879.05078125,23380.0,23410.099609375,22531.568359375,12765
2019-03-19,23669.849609375,23860.0,23425.0,23651.0,22763.427734375,16294
2019-03-20,23650.0,23750.0,23345.0,23546.30078125,22662.66015625,16751
2019-03-22,23650.0,23880.0,23500.05078125,23702.55078125,22813.041015625,19715
2019-03-25,23600.0,23938.099609375,23385.0,23845.19921875,22950.33984375,25219
2019-03-26,23815.0,25188.0,23658.05078125,24847.349609375,23914.8828125,38552
2019-03-27,24951.05078125,25482.5,24519.55078125,24587.099609375,23664.400390625,47516
2019-03-28,24686.94921875,25092.05078125,23657.69921875,24247.94921875,23337.98046875,76447
2019-04-01,25088.0,25850.0,25007.55078125,25531.80078125,24573.65234375,39105
2019-04-02,25698.5,25842.0,25039.599609375,25192.94921875,24247.513671875,37586
2019-04-03,25349.0,25481.5,24555.650390625,24662.80078125,23737.2578125,29745
2019-04-04,24799.0,24820.0,24225.0,24439.599609375,23522.435546875,24153
2019-04-05,24575.0,24650.0,23901.0,24012.19921875,23111.078125,24018
2019-04-08,24105.0,24449.94921875,23846.099609375,23976.05078125,23076.283203125,17488
2019-04-09,24100.05078125,24720.0,23800.0,24576.80078125,23654.4921875,20815
2019-04-10,24550.0,24550.0,23700.0,23818.69921875,22924.83984375,41116
2019-04-11,23821.0,24078.94921875,23425.0,23484.30078125,22602.98828125,33092
2019-04-12,23500.0,23650.0,23028.05078125,23225.099609375,22353.517578125,33965
2019-04-15,23399.0,24039.0,23305.0,23897.19921875,23000.392578125,38872
2019-04-16,24046.55078125,24150.0,23739.94921875,23836.599609375,22942.06640625,22865
2019-04-18,23711.19921875,24123.0,23460.05078125,23585.900390625,22700.7734375,28508
2019-04-22,23600.0,23689.0,22778.69921875,22907.80078125,22048.125,22248
2019-04-23,23000.0,23488.0,22787.0,22892.75,22033.640625,20325
2019-04-24,23000.0,23680.0,22588.0,23585.5,22700.388671875,51694
2019-04-25,23700.0,23749.94921875,23000.94921875,23101.44921875,22234.50390625,45954
2019-04-26,23299.0,23351.0,22566.650390625,22997.150390625,22134.12109375,43067
2019-04-30,22920.0,23306.0,22650.0,23091.849609375,22225.26171875,50727
2019-05-02,22870.0,22994.5,22300.0,22437.5,21595.46484375,24829
2019-05-03,22430.0,22690.0,22100.5,22185.099609375,21352.544921875,24348
2019-05-06,22010.0,22478.75,21700.0,21852.25,21032.181640625,31271
2019-05-07,21988.80078125,22200.0,21701.5,21799.30078125,20981.21875,24665
2019-05-08,21800.0,21937.94921875,21251.5,21355.400390625,20553.978515625,25907
2019-05-09,21299.0,21565.0,21160.0,21486.849609375,20680.4921875,26074
2019-05-10,21472.44921875,21599.0,21125.0,21295.650390625,20496.47265625,45719
2019-05-13,21300.0,21538.0,21231.25,21356.349609375,20554.896484375,16973
2019-05-14,21376.0,21600.0,21197.05078125,21384.25,20581.748046875,21986
2019-05-15,21500.0,21650.0,21223.05078125,21353.099609375,20551.767578125,22203
2019-05-16,21450.0,21876.0,21280.0,21741.400390625,20925.494140625,20185
2019-05-17,21730.0,23000.0,21631.80078125,22763.849609375,21909.572265625,40300
2019-05-20,23389.0,23389.0,22250.19921875,22464.80078125,21621.74609375,38077
2019-05-21,22598.80078125,22660.0,22050.0,22190.900390625,21358.126953125,26400
2019-05-22,22398.80078125,22630.30078125,22000.05078125,22504.5,21659.958984375,25491
2019-05-23,22900.0,23000.0,21600.099609375,21787.75,20970.103515625,43168
2019-05-24,21998.400390625,22526.30078125,21751.05078125,21944.05078125,21120.54296875,63754
2019-05-27,19850.0,20699.94921875,19007.400390625,19692.099609375,18953.09765625,342150
2019-05-28,19659.5,19963.900390625,19440.30078125,19876.0,19130.1015625,123363
2019-05-29,19870.0,19949.900390625,19668.0,19785.30078125,19042.80078125,44614
2019-05-30,19878.0,19878.0,19239.5,19347.94921875,18660.53515625,70591
2019-05-31,19350.05078125,19994.0,19350.05078125,19757.30078125,19055.341796875,56321
2019-06-03,19800.0,21200.0,19654.0,21102.0,20352.265625,110285
2019-06-04,21000.0,21059.44921875,20000.05078125,20115.30078125,19400.623046875,51485
2019-06-06,20289.0,20544.69921875,19730.0,19942.349609375,19233.814453125,54153
