Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,661.0,667.0,654.2999877929688,664.6500244140625,647.4561157226562,221951
2019-01-02,668.0,673.7000122070312,662.4500122070312,669.2999877929688,651.9857177734375,419594
2019-01-03,670.9000244140625,677.0,663.7999877929688,667.5499877929688,650.2810668945312,355183
2019-01-04,671.0999755859375,674.0,651.1500244140625,660.75,643.656982421875,532339
2019-01-07,666.9500122070312,682.7999877929688,662.3499755859375,671.1500244140625,653.7879028320312,675873
2019-01-08,673.0499877929688,677.4500122070312,668.2000122070312,669.8499755859375,652.521484375,528366
2019-01-09,684.9000244140625,689.7999877929688,664.5499877929688,675.8499755859375,658.3662719726562,1401279
2019-01-10,681.1500244140625,682.0,672.6500244140625,679.75,662.1654663085938,591859
2019-01-11,683.9000244140625,686.0,672.7999877929688,683.7000122070312,666.0132446289062,965600
2019-01-14,706.0,709.0,695.7000122070312,700.9000244140625,682.768310546875,1900868
2019-01-15,705.0999755859375,729.7999877929688,705.0999755859375,726.5499877929688,707.7547607421875,907834
2019-01-16,729.0,737.6500244140625,729.0,736.5499877929688,717.4960327148438,570874
2019-01-17,736.4500122070312,738.6500244140625,728.75,733.4000244140625,714.4275512695312,284316
2019-01-18,731.9500122070312,736.0,726.5,731.0,712.0896606445312,203144
2019-01-21,733.0,750.7000122070312,733.0,742.75,723.53564453125,439700
2019-01-22,740.6500244140625,747.2000122070312,733.8499755859375,744.3499755859375,725.0942993164062,241180
2019-01-23,743.25,743.25,729.0499877929688,731.4500122070312,712.528076171875,250110
2019-01-24,729.5,739.0,721.4000244140625,732.7999877929688,713.8430786132812,185362
2019-01-25,728.7000122070312,737.4000244140625,725.0,730.2000122070312,711.3103637695312,176637
2019-01-28,732.9000244140625,733.8499755859375,719.0499877929688,728.2000122070312,709.3621215820312,500333
2019-01-29,728.2000122070312,730.3499755859375,716.5499877929688,727.3499755859375,708.5340576171875,618662
2019-01-30,727.3499755859375,734.6500244140625,720.5999755859375,724.8499755859375,706.0986938476562,653889
2019-01-31,728.0,751.0,727.0499877929688,749.5999755859375,730.20849609375,1128305
2019-02-01,753.7999877929688,761.7999877929688,745.0,756.5499877929688,736.9786987304688,374496
2019-02-04,755.0,762.0,747.8499755859375,755.6500244140625,736.1019897460938,329744
2019-02-05,751.0,760.0,748.5499877929688,754.25,734.7381591796875,272873
2019-02-06,754.25,766.1500244140625,753.7999877929688,762.6500244140625,742.9208984375,345880
2019-02-07,761.0999755859375,769.5,760.6500244140625,763.3499755859375,743.602783203125,241922
2019-02-08,764.0,771.1500244140625,755.0999755859375,759.8499755859375,740.1932983398438,312650
2019-02-11,760.0,768.6500244140625,757.5499877929688,761.5999755859375,741.8980712890625,275729
2019-02-12,763.0,763.0,741.0,750.4000244140625,730.98779296875,292287
2019-02-14,753.0,753.0,738.0,739.7999877929688,720.6619873046875,171101
2019-02-15,741.25,746.5499877929688,733.0,741.75,722.5615844726562,331471
2019-02-18,741.0,747.5,736.2000122070312,740.0999755859375,720.9542236328125,168645
2019-02-19,738.9000244140625,739.2999877929688,723.0,725.1500244140625,706.3909912109375,228364
2019-02-20,730.0,743.4500122070312,727.0,740.0499877929688,720.9055786132812,288411
2019-02-21,739.0,739.1500244140625,727.9500122070312,733.3499755859375,714.3788452148438,200596
2019-02-22,733.9000244140625,736.6500244140625,728.0,733.3499755859375,714.3788452148438,191573
2019-02-25,735.0,757.7999877929688,735.0,754.9000244140625,735.3713989257812,297704
2019-02-26,748.1500244140625,752.0499877929688,740.0,741.7000122070312,722.5128784179688,394085
2019-02-27,745.0,746.5999755859375,733.0,734.7000122070312,715.6939086914062,447430
2019-02-28,735.1500244140625,742.0,732.0999755859375,733.9500122070312,714.9633178710938,212699
2019-03-01,737.7999877929688,742.3499755859375,735.5499877929688,741.1500244140625,721.9771118164062,237031
2019-03-05,742.0,742.5499877929688,730.0,732.5999755859375,713.6482543945312,227036
2019-03-06,735.0,736.9000244140625,727.0999755859375,732.2000122070312,713.2586669921875,517663
2019-03-07,735.0,735.5,720.75,723.25,704.5401611328125,538547
2019-03-08,723.25,725.9000244140625,711.0999755859375,712.5499877929688,694.116943359375,418002
2019-03-11,713.0,718.2000122070312,709.2000122070312,711.6500244140625,693.240234375,1177665
2019-03-12,709.9000244140625,714.75,705.7000122070312,706.9000244140625,688.6130981445312,603082
2019-03-13,710.0,718.75,706.3499755859375,709.1500244140625,690.8048706054688,466106
2019-03-14,714.0,715.0,706.2999877929688,708.3499755859375,690.0255737304688,351044
2019-03-15,712.8499755859375,723.6500244140625,709.1500244140625,718.8499755859375,700.2539672851562,806656
2019-03-18,723.4500122070312,723.8499755859375,705.6500244140625,709.75,691.389404296875,866618
2019-03-19,713.0,725.9000244140625,707.7999877929688,721.5,702.8353881835938,686131
2019-03-20,726.2000122070312,742.0,726.2000122070312,738.5,719.3956298828125,976004
2019-03-22,743.3499755859375,746.0999755859375,733.0999755859375,742.1500244140625,722.9512329101562,371377
2019-03-25,741.0,742.0,731.5,735.7999877929688,716.7654418945312,2496241
2019-03-26,736.0,736.0,719.5999755859375,726.75,707.9495849609375,438405
2019-03-27,728.0,732.4000244140625,726.25,729.0499877929688,710.1900634765625,369947
2019-03-28,730.0,745.0,730.0,738.5,719.3956298828125,428974
2019-04-01,742.9000244140625,759.5999755859375,742.9000244140625,755.6500244140625,736.1019897460938,1913427
2019-04-02,757.5,765.4500122070312,753.0999755859375,757.0999755859375,737.5144653320312,877816
2019-04-03,759.0,759.0499877929688,747.0,754.0499877929688,734.5433349609375,580434
2019-04-04,751.9500122070312,753.7999877929688,745.5,748.25,728.8933715820312,246998
2019-04-05,750.0,760.5,748.25,756.25,736.6864624023438,1341969
2019-04-08,762.2999877929688,769.9500122070312,755.9500122070312,767.1500244140625,747.3045043945312,314102
2019-04-09,770.0,773.6500244140625,758.2999877929688,759.8499755859375,740.1932983398438,336826
2019-04-10,763.0,766.5,752.7000122070312,754.1500244140625,734.6408081054688,325180
2019-04-11,753.0,753.0,740.0499877929688,743.1500244140625,723.9254150390625,375859
2019-04-12,746.0,751.5,741.0,747.8499755859375,728.5037231445312,385220
2019-04-15,725.0,732.0,713.7000122070312,726.6500244140625,707.8521728515625,1070699
2019-04-16,728.2999877929688,728.5,714.5499877929688,723.8499755859375,705.1245727539062,661281
2019-04-18,724.8499755859375,724.8499755859375,713.0,716.4000244140625,697.8673706054688,537060
2019-04-22,716.4000244140625,725.75,715.0,720.5999755859375,701.9586791992188,371246
2019-04-23,724.0,729.7999877929688,718.5,727.8499755859375,709.0211181640625,322190
2019-04-24,727.5,737.7999877929688,724.25,736.4000244140625,717.3500366210938,366957
2019-04-25,736.4000244140625,737.5499877929688,726.0,728.75,709.8978881835938,356999
2019-04-26,731.0,739.9000244140625,729.5999755859375,737.0999755859375,718.0317993164062,333801
2019-04-30,739.0,753.0,737.5,749.9500122070312,730.5494384765625,738883
2019-05-02,748.5999755859375,748.9000244140625,728.2000122070312,729.8499755859375,710.9694213867188,950252
2019-05-03,723.75,730.5999755859375,719.0,723.75,705.0271606445312,366567
2019-05-06,718.5,721.9500122070312,711.0999755859375,717.8499755859375,699.27978515625,1029470
2019-05-07,720.0499877929688,727.4000244140625,719.0,723.5499877929688,704.8323364257812,497580
2019-05-08,724.0,725.9500122070312,716.0,718.0999755859375,699.5233154296875,440522
2019-05-09,721.7000122070312,730.3499755859375,716.0,721.0499877929688,702.3970947265625,543215
2019-05-10,723.0,723.0,714.5,716.0499877929688,697.5263671875,521637
2019-05-13,718.0,727.5,712.7999877929688,720.0499877929688,701.4229125976562,397812
2019-05-14,719.5,719.5,704.0,713.8499755859375,695.38330078125,537632
2019-05-15,716.6500244140625,724.4500122070312,712.9500122070312,716.5,697.9647827148438,455637
2019-05-16,716.75,736.75,716.75,734.2000122070312,715.2069091796875,425995
2019-05-17,733.2999877929688,735.7000122070312,721.0,723.7999877929688,705.075927734375,577782
2019-05-20,725.7999877929688,726.4500122070312,706.8499755859375,722.4000244140625,703.712158203125,669439
2019-05-21,723.5,723.5,707.0,709.2000122070312,690.8536376953125,511790
