Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1427.0999755859375,1457.449951171875,1427.0999755859375,1439.0,1416.619140625,76834
2019-01-02,1444.0,1448.4000244140625,1395.949951171875,1430.449951171875,1408.2020263671875,89499
2019-01-03,1431.0,1503.0,1431.0,1490.3499755859375,1467.1705322265625,280109
2019-01-04,1487.0,1579.0,1482.3499755859375,1557.050048828125,1532.8331298828125,234395
2019-01-07,1568.5,1638.0,1553.550048828125,1622.0,1596.7730712890625,542045
2019-01-08,1632.0999755859375,1673.699951171875,1594.449951171875,1619.4000244140625,1594.2135009765625,507004
2019-01-09,1613.9000244140625,1648.0,1603.0,1628.699951171875,1603.3685302734375,114138
2019-01-10,1634.9000244140625,1719.949951171875,1573.1500244140625,1586.0,1561.3328857421875,397172
2019-01-11,1599.0,1644.0,1583.0,1595.550048828125,1570.734375,192116
2019-01-14,1604.949951171875,1653.6500244140625,1587.6500244140625,1640.300048828125,1614.788330078125,297706
2019-01-15,1655.0,1697.8499755859375,1632.050048828125,1679.550048828125,1653.427734375,361595
2019-01-16,1675.0,1736.300048828125,1662.0,1677.3499755859375,1651.2620849609375,292846
2019-01-17,1687.699951171875,1709.75,1615.550048828125,1622.8499755859375,1597.609619140625,170950
2019-01-18,1635.0,1660.0,1558.0,1579.4000244140625,1554.8355712890625,212390
2019-01-21,1601.0,1630.0,1507.0,1544.699951171875,1520.6751708984375,223229
2019-01-22,1554.3499755859375,1649.0,1512.0,1632.1500244140625,1606.7650146484375,271657
2019-01-23,1633.0,1770.0,1633.0,1729.050048828125,1702.1578369140625,465772
2019-01-24,1739.0,1790.0,1676.9000244140625,1715.5999755859375,1688.9169921875,614949
2019-01-25,1720.1500244140625,1750.0,1670.550048828125,1691.050048828125,1664.7489013671875,206606
2019-01-28,1694.0,1701.5999755859375,1641.0,1673.5999755859375,1647.5701904296875,250359
2019-01-29,1665.0,1750.0,1651.9000244140625,1689.300048828125,1663.0262451171875,336334
2019-01-30,1699.8499755859375,1718.0,1661.0,1705.25,1678.728271484375,658955
2019-01-31,1662.0,1758.0,1662.0,1747.3499755859375,1720.1732177734375,227402
2019-02-01,1750.0,1783.949951171875,1710.050048828125,1730.3499755859375,1703.4376220703125,159969
2019-02-04,1727.0,1749.9000244140625,1721.5999755859375,1727.75,1700.8780517578125,324757
2019-02-05,1730.199951171875,1775.1500244140625,1702.949951171875,1760.949951171875,1733.561767578125,451354
