Date,^NSEI,TATACHEM.NS,ACC.NS,MGL.NS,GODREJIND.NS,HINDZINC.NS,IDEA.NS,IGL.NS,LUPIN.NS,MAHABANK.NS,PAGEIND.NS,AMBUJACEM.NS,BANKBARODA.NS,HAL.NS,HAVELLS.NS,ICICIGI.NS,ICICIPRULI.NS,INDIGO.NS,IOC.NS,JINDALSTEL.NS,NAUKRI.NS
2019-01-28,10792.4501953125,299.854248046875,1376.0,905.7000122070312,517.2000122070312,249.8999938964844,19.77738380432129,272.5,849.1500244140625,14.199999809265137,22849.0,201.0,111.0,377.4500122070313,711.0,848.2000122070312,300.0,1157.199951171875,91.46666717529295,137.8000030517578,1694.0
2019-01-29,10653.7001953125,290.463134765625,1357.199951171875,899.0999755859375,511.8500061035156,252.0,18.72218894958496,272.5,863.7000122070312,13.600000381469728,22370.80078125,198.6999969482422,109.5,367.5,698.0,817.8499755859375,290.8999938964844,1170.0,92.0,132.3000030517578,1665.0
2019-01-30,10702.25,295.8420715332031,1369.5,928.9500122070312,508.0,260.0,18.631742477416992,270.1000061035156,861.0,13.5,22985.0,201.8500061035156,116.5,363.5,704.9000244140625,830.0,294.0,1188.300048828125,91.43333435058594,130.10000610351562,1699.8499755859375
2019-01-31,10690.5498046875,298.7519836425781,1391.050048828125,914.0,496.4500122070313,262.3999938964844,18.541297912597656,278.54998779296875,868.1500244140625,14.149999618530272,23340.0,205.6999969482422,114.4000015258789,357.5,705.4000244140625,850.0999755859375,294.70001220703125,1175.1500244140625,88.66666412353516,131.39999389648438,1662.0
2019-02-01,10851.349609375,298.9283447265625,1416.300048828125,926.9000244140624,506.0,257.8500061035156,18.269960403442383,283.54998779296875,879.7000122070312,16.5,23360.0,210.8000030517578,113.4499969482422,355.5249938964844,715.0,875.0,288.0,1185.0,91.56666564941406,135.14999389648438,1750.0
2019-02-04,10876.75,293.0423889160156,1411.0,927.2999877929688,503.9500122070313,253.25,18.66189193725586,283.6499938964844,882.9500122070312,14.5,24039.0,212.0,110.0500030517578,354.1499938964844,740.0,872.0499877929688,283.3500061035156,1169.4000244140625,91.0,129.5,1727.0
2019-02-05,10908.650390625,289.8238220214844,1400.0,944.0,505.5499877929688,256.29998779296875,18.058921813964844,295.95001220703125,855.5,14.100000381469728,24202.849609375,212.1000061035156,110.3000030517578,349.5,735.0,883.0,283.6000061035156,1151.0,90.63333129882812,131.35000610351562,1730.199951171875
2019-02-06,10965.099609375,273.3563232421875,1404.699951171875,966.6500244140624,490.0,254.25,18.330257415771484,303.0,838.0,13.600000381469728,24350.0,210.3000030517578,108.5,337.6499938964844,735.4000244140625,872.1500244140625,286.6499938964844,1174.0,89.0,129.8000030517578,1749.9000244140625
2019-02-07,11070.4501953125,261.8929748535156,1407.4000244140625,950.0,493.0499877929688,255.5,17.787586212158203,296.0,832.0,13.699999809265137,24199.0,214.0500030517578,109.4000015258789,333.95001220703125,736.9000244140625,893.0,295.5,1182.0,91.9000015258789,134.35000610351562,1743.0
2019-02-08,11023.5,263.039306640625,1419.0,941.9500122070312,497.0,254.3500061035156,19.29500770568848,301.0,822.0,13.699999809265137,23710.0,215.6499938964844,108.0,325.45001220703125,749.0,885.0999755859375,308.5,1196.1500244140625,92.0999984741211,134.9499969482422,1758.5999755859375
2019-02-11,10930.900390625,261.4520874023437,1396.0,925.0,492.5499877929688,249.0,18.51114845275879,284.1000061035156,821.5,13.399999618530272,23425.55078125,213.3000030517578,104.6999969482422,329.5,741.0,867.0,314.0,1190.0,89.26666259765625,129.0,1760.0
2019-02-12,10879.7001953125,257.0431213378906,1368.0,919.0,488.25,249.8999938964844,18.66189193725586,276.0,822.5499877929688,13.199999809265137,23701.0,207.5500030517578,103.9000015258789,330.5,726.0,856.0,296.0,1184.449951171875,91.33333587646484,129.0,1703.949951171875
2019-02-14,10786.099609375,248.53379821777344,1368.0,870.0,496.7999877929688,249.0,18.36040687561035,270.04998779296875,793.0499877929688,12.899999618530272,24252.0,205.9499969482422,102.4000015258789,315.79998779296875,703.4500122070312,895.0999755859375,304.79998779296875,1137.0999755859375,86.33333587646484,140.0,1652.8499755859375
2019-02-15,10780.25,249.1951446533203,1358.699951171875,868.9000244140625,488.0,248.8000030517578,18.903078079223636,281.8999938964844,809.0,12.850000381469728,24700.0,203.6999969482422,104.25,313.875,695.7999877929688,908.0,303.95001220703125,1156.0,84.63333129882812,142.0,1677.5999755859375
2019-02-18,10738.650390625,245.13888549804688,1349.0,863.0499877929688,479.2999877929688,249.0,18.330257415771484,281.0,778.0999755859375,12.300000190734863,21969.94921875,204.0500030517578,100.8499984741211,314.5249938964844,690.0,900.0499877929688,303.8999938964844,1138.0,83.9000015258789,138.8000030517578,1695.800048828125
2019-02-19,10636.7001953125,245.38137817382807,1330.0,863.0999755859375,469.0,243.6000061035156,18.36040687561035,286.0,776.0,12.25,22100.0,198.6000061035156,99.8000030517578,305.7749938964844,686.0,900.0,303.0,1096.0999755859375,83.33333587646484,140.5,1667.550048828125
2019-02-20,10655.4501953125,251.1130523681641,1360.0,872.7999877929688,480.9500122070313,250.5,18.269960403442383,282.0,766.0,12.350000381469728,21838.0,199.6000061035156,102.5,312.0,680.0,906.5,301.5,1105.0,84.33333587646484,142.0,1628.949951171875
2019-02-21,10744.099609375,251.06895446777344,1392.0,865.0999755859375,484.2999877929688,255.6000061035156,18.420703887939453,287.0,760.5499877929688,13.0,20688.0,206.8999938964844,104.5,316.0,698.5,910.0,303.0,1119.800048828125,86.0,149.9499969482422,1715.0
2019-02-22,10782.7001953125,248.44561767578125,1391.6500244140625,880.0,478.5,258.20001220703125,18.812633514404297,284.0,771.9500122070312,12.899999618530272,21392.0,209.9499969482422,103.0500030517578,333.5,696.0999755859375,925.0,318.0,1113.0,87.83333587646484,156.5,1700.0
2019-02-25,10813.25,250.3414764404297,1390.5999755859375,870.0,481.3999938964844,259.95001220703125,18.269960403442383,287.20001220703125,778.0,12.600000381469728,21605.0,211.8500061035156,102.75,330.6000061035156,699.0,921.0,313.04998779296875,1115.0,91.93333435058594,160.0,1660.0
2019-02-26,10775.2998046875,248.2251739501953,1365.0,865.0,480.5499877929688,261.29998779296875,18.20966339111328,285.0,777.0,12.800000190734863,21649.94921875,208.25,102.3000030517578,325.0,695.0,900.0,315.0,1117.4000244140625,91.33333587646484,155.0,1648.1500244140625
2019-02-27,10881.2001953125,246.9024810791016,1393.0999755859375,894.9500122070312,485.0,263.0,18.08906936645508,292.0,778.0,13.25,22330.0,212.1000061035156,101.75,327.5,698.7000122070312,905.0,312.1000061035156,1132.0,95.33333587646484,159.39999389648438,1740.0
2019-02-28,10865.7001953125,245.80023193359372,1432.25,910.0,500.0,263.95001220703125,17.847881317138672,291.6000061035156,765.0499877929688,12.949999809265137,22640.0,215.25,101.1999969482422,332.5,696.0,912.0,324.25,1118.0,95.0,157.0,1805.0
2019-03-01,10842.650390625,246.88043212890625,1422.300048828125,904.9500122070312,491.3500061035156,269.0,18.330257415771484,293.0,771.2000122070312,12.75,22187.0,212.9499969482422,102.0,328.625,717.5,931.5499877929688,320.25,1113.949951171875,96.5999984741211,157.8000030517578,1777.050048828125
2019-03-05,10864.849609375,249.5478515625,1481.699951171875,906.5,494.5499877929688,270.8500061035156,18.028772354125977,293.0,791.5499877929688,13.0,22150.25,218.0,108.5,337.0,707.5499877929688,953.0,326.6000061035156,1117.4000244140625,97.86666870117188,161.1999969482422,1830.0
2019-03-06,11024.849609375,259.2475891113281,1533.0,899.0,505.0499877929688,272.0,18.08906936645508,300.0,786.0,13.399999618530272,22999.0,222.8999938964844,112.5,345.0,722.7999877929688,972.7000122070312,332.0,1186.300048828125,103.33333587646484,169.39999389648438,1771.75
2019-03-07,11077.9501953125,253.51593017578125,1550.0,892.0,514.9000244140625,268.1499938964844,19.053821563720703,292.3999938964844,788.0,13.350000381469728,23250.0,221.5,112.0,348.8999938964844,714.0,977.0,340.95001220703125,1234.0,103.63333129882812,166.3000030517578,1748.0
2019-03-08,11038.849609375,260.1073608398437,1555.1500244140625,881.9000244140625,510.0,269.0,19.29500770568848,289.6499938964844,797.9000244140625,13.25,23065.0,221.3000030517578,115.6500015258789,339.5,719.7000122070312,955.0,323.6000061035156,1220.0,100.0,164.64999389648438,1713.5
2019-03-11,11068.75,255.76451110839844,1575.9000244140625,883.9000244140625,515.0,269.0,19.747234344482425,295.0,780.7999877929688,13.0,23123.0,226.75,114.5,335.92498779296875,729.4500122070312,980.0,343.1000061035156,1247.0999755859375,100.0,163.89999389648438,1793.699951171875
2019-03-12,11231.349609375,262.0693359375,1612.5,898.9500122070312,525.0,273.0,20.802431106567383,299.1499938964844,794.5499877929688,13.550000190734863,24000.0,233.75,116.9499969482422,347.0,748.7000122070312,987.0,344.70001220703125,1305.0,103.33333587646484,172.5,1799.4000244140625
2019-03-13,11326.2001953125,257.0431213378906,1588.0,902.0499877929688,529.7999877929688,274.95001220703125,20.77228164672852,299.8999938964844,802.0,13.449999809265137,24149.0,234.0,115.75,349.0,769.0,985.9500122070312,344.0,1280.0,101.33333587646484,170.60000610351562,1860.0
2019-03-14,11382.5,255.72042846679688,1573.0,930.0,527.5,277.0,20.500946044921875,292.45001220703125,757.5999755859375,13.449999809265137,23965.0,230.0,116.0,341.0,769.8499755859375,975.0,336.0,1302.699951171875,99.66666412353516,167.9499969482422,1901.0
2019-03-15,11376.849609375,255.72042846679688,1540.5,928.3499755859376,531.7999877929688,273.1000061035156,20.47079849243164,293.0,767.0,13.5,23878.650390625,223.8999938964844,116.4000015258789,336.92498779296875,747.2999877929688,937.4000244140624,337.0,1305.9000244140625,101.8000030517578,166.6999969482422,1885.300048828125
2019-03-18,11473.849609375,258.3658142089844,1541.9000244140625,939.0,534.9500122070312,275.0,20.47079849243164,293.70001220703125,762.2000122070312,13.399999618530272,23823.599609375,226.8999938964844,118.25,337.5,745.8499755859375,968.0,341.0,1300.0,106.63333129882812,167.89999389648438,1864.9000244140625
2019-03-19,11500.2998046875,263.17156982421875,1565.4000244140625,955.0,529.4500122070312,278.5,19.506046295166016,292.0,753.9000244140625,13.5,23669.849609375,226.5500030517578,121.1999969482422,353.0,754.5,989.0,344.95001220703125,1320.0,110.66666412353516,169.9499969482422,1848.9000244140625
2019-03-20,11553.349609375,261.4079895019531,1573.9000244140625,984.9000244140624,530.0,276.1000061035156,19.29500770568848,302.0,758.0,13.399999618530272,23650.0,230.8999938964844,125.1500015258789,354.54998779296875,766.0999755859375,975.0,344.3999938964844,1336.0,108.5,168.39999389648438,1897.050048828125
2019-03-22,11549.2001953125,258.34375,1565.0,972.9000244140624,536.0999755859375,276.0,19.958274841308597,306.0,755.0,13.550000190734863,23650.0,228.75,126.0500030517578,357.5,753.5999755859375,984.0,335.0,1405.0,105.86666870117188,164.89999389648438,1882.050048828125
2019-03-25,11395.650390625,256.029052734375,1566.300048828125,970.0,528.75,273.0,19.355304718017575,300.0,743.7999877929688,13.25,23600.0,229.0,118.9000015258789,353.9750061035156,750.2000122070312,999.7000122070312,327.0,1440.0,104.66666412353516,165.0,1904.0
2019-03-26,11375.2001953125,254.61817932128903,1583.800048828125,978.0,535.0,272.1000061035156,18.23981285095215,305.5,733.0,13.149999618530272,23815.0,228.4499969482422,119.0999984741211,359.32501220703125,741.0,1005.0,312.1499938964844,1376.0,110.06666564941406,162.6999969482422,1916.0
2019-03-27,11531.4501953125,257.6383361816406,1584.0,1003.0,545.4000244140625,273.5,17.636842727661133,308.0,735.5,13.350000381469728,24951.05078125,233.0,122.4000015258789,362.4750061035156,766.7000122070312,1019.5499877929688,333.8999938964844,1421.0,108.0,164.89999389648438,1894.6500244140625
2019-03-28,11463.650390625,257.4840087890625,1604.0,1023.9500122070312,544.5999755859375,271.1000061035156,17.214765548706055,305.8999938964844,728.7999877929688,13.449999809265137,24686.94921875,232.3000030517578,121.75,370.0,753.0,997.4000244140624,337.54998779296875,1396.0,108.0,166.5,1892.9000244140625
2019-04-01,11665.2001953125,261.8709411621094,1673.0,1054.1500244140625,540.7000122070312,279.29998779296875,18.25,308.6499938964844,740.0,13.850000381469728,25088.0,237.0,133.0,351.0,775.0,1045.0,350.25,1426.25,108.73332977294922,182.0,1842.949951171875
2019-04-02,11711.5498046875,257.1092529296875,1648.9000244140625,1028.0999755859375,540.2999877929688,283.1000061035156,17.899999618530273,306.3999938964844,767.0,14.300000190734863,25698.5,235.0,133.6999969482422,360.8999938964844,776.7000122070312,1016.0,363.8999938964844,1419.0,105.33333587646484,182.6499938964844,1849.949951171875
2019-04-03,11735.2998046875,264.4501953125,1627.9000244140625,1004.0,538.5,284.8999938964844,16.450000762939453,304.0,776.5,14.350000381469728,25349.0,231.0,134.39999389648438,358.0,765.9500122070312,1001.0499877929688,370.25,1388.0,105.33333587646484,185.0,1817.5
2019-04-04,11660.2001953125,260.1955261230469,1629.9000244140625,1006.25,530.0999755859375,281.54998779296875,15.899999618530272,304.79998779296875,775.9000244140625,14.0,24799.0,226.75,133.1999969482422,357.5,767.6500244140625,1015.0,365.7999877929688,1380.0,103.0,182.4499969482422,1862.75
2019-04-05,11638.400390625,268.5064392089844,1635.0,989.7999877929688,531.25,286.25,15.050000190734863,303.20001220703125,793.75,13.850000381469728,24575.0,224.6999969482422,131.9499969482422,355.5,765.0,1015.0,360.0,1435.550048828125,103.83333587646484,183.6999969482422,1858.0
2019-04-08,11704.349609375,268.2859802246094,1675.0,1008.7999877929688,532.7999877929688,289.3500061035156,16.700000762939453,306.29998779296875,788.0,14.100000381469728,24105.0,227.75,131.3000030517578,355.5,758.5999755859375,1006.0,364.3999938964844,1416.6500244140625,104.93333435058594,188.3000030517578,1830.0
2019-04-09,11612.0498046875,269.8070983886719,1639.0,1015.0,532.0,284.1000061035156,17.5,316.0,795.0,14.199999809265137,24100.05078125,225.6000061035156,130.39999389648438,355.0,764.0999755859375,1042.199951171875,366.0,1401.6500244140625,99.33333587646484,183.0,1859.5999755859373
2019-04-10,11646.849609375,266.8089904785156,1652.5999755859375,1016.0499877929688,530.0,284.8999938964844,17.049999237060547,310.25,810.5,14.199999809265137,24550.0,226.5,131.9499969482422,352.6000061035156,756.0,1069.699951171875,359.0,1394.0,103.16666412353516,183.0,1895.9000244140625
2019-04-11,11592.5498046875,268.94732666015625,1645.0,1006.7999877929688,528.0,280.3500061035156,16.399999618530273,310.1499938964844,805.0,14.399999618530272,23821.0,224.0500030517578,129.5500030517578,356.0,756.7000122070312,1093.0,362.1000061035156,1390.0,104.4000015258789,182.8000030517578,1920.199951171875
2019-04-12,11612.849609375,265.9271850585937,1675.9000244140625,1007.0,528.7000122070312,281.0,16.299999237060547,307.8999938964844,811.9500122070312,14.300000190734863,23500.0,227.1000061035156,128.6999969482422,358.45001220703125,745.0,1078.050048828125,367.2000122070313,1415.0,105.9000015258789,177.5,1910.0
2019-04-15,11667.0,267.8671264648437,1664.0,1023.0499877929688,528.0,280.5,16.049999237060547,314.6499938964844,830.0,14.399999618530272,23399.0,230.1999969482422,131.39999389648438,358.625,746.7999877929688,1110.0,364.9500122070313,1430.0,104.53333282470705,182.5,1914.949951171875
2019-04-16,11736.2001953125,269.5646057128906,1680.0,1026.550048828125,532.0,283.04998779296875,17.0,322.0,834.0999755859375,14.800000190734863,24046.55078125,228.3999938964844,131.10000610351562,354.25,756.0,1085.25,363.0,1485.0999755859375,103.73332977294922,186.5,1948.0
2019-04-18,11856.150390625,269.9393615722656,1705.800048828125,1022.0,527.5,282.29998779296875,18.100000381469727,322.0,833.0,16.149999618530273,23711.19921875,232.0,130.85000610351562,353.5,751.1500244140625,1089.0,364.0499877929688,1597.0,104.96666717529295,190.5,1940.0
2019-04-22,11727.0498046875,263.2156677246094,1693.0,1010.0,517.1500244140625,284.3500061035156,17.350000381469727,324.0,831.5999755859375,15.800000190734863,23600.0,231.5,126.0500030517578,347.5,757.5,1085.0,363.9500122070313,1530.0,101.66666412353516,182.5500030517578,1914.800048828125
2019-04-23,11612.9501953125,258.80670166015625,1672.0,995.0,507.7000122070313,277.0,17.149999618530273,313.54998779296875,836.0,15.399999618530272,23000.0,226.4499969482422,123.8000030517578,344.0,762.5499877929688,1079.5999755859375,370.5,1500.0,99.5999984741211,176.5,1900.0
2019-04-24,11601.5,257.8808288574219,1625.0,989.9500122070312,506.1000061035156,276.0,17.25,312.5,838.5,16.5,23000.0,223.0,123.9000015258789,339.8500061035156,765.0,1071.0,369.5,1483.0,100.66666412353516,175.5,1941.0
2019-04-25,11735.7001953125,256.6022033691406,1606.0,975.0,508.6499938964844,274.3500061035156,16.75,309.25,860.0,18.0,23700.0,222.3500061035156,125.1999969482422,343.5,778.0999755859375,1078.9000244140625,362.0,1480.0,102.4000015258789,172.1999969482422,2002.0
2019-04-26,11683.75,253.07504272460935,1628.0,970.0,510.5,274.70001220703125,16.75,310.8999938964844,869.2000122070312,18.850000381469727,23299.0,223.0,123.1999969482422,342.45001220703125,778.0,1066.199951171875,368.3999938964844,1493.0,102.5999984741211,169.39999389648438,1979.0
2019-04-30,11748.75,257.0431213378906,1640.0,965.0,509.7000122070313,272.95001220703125,16.100000381469727,309.5,868.3499755859375,19.799999237060547,22920.0,227.0,123.0,336.5,760.0,1083.0999755859375,366.7000122070313,1494.9000244140625,103.33333587646484,175.5,1908.9000244140625
2019-05-02,11725.5498046875,253.07504272460935,1628.0,965.0,516.0,276.0,15.350000381469728,312.0,870.0,18.049999237060547,22870.0,219.5,116.0,333.54998779296875,778.7999877929688,1093.0,369.0,1512.949951171875,106.0,177.5,1935.0
2019-05-03,11722.599609375,253.51593017578125,1619.9000244140625,956.25,500.0,266.5,16.25,310.6499938964844,880.0,16.75,22430.0,221.5,117.0500030517578,330.5,766.25,1106.0,376.0,1550.0,106.63333129882812,181.0,1965.800048828125
2019-05-06,11605.7998046875,247.7842712402344,1617.25,941.0999755859376,506.0,271.70001220703125,17.149999618530273,308.8999938964844,852.0499877929688,15.75,22010.0,220.25,117.0,325.0,750.0,1074.0,372.0499877929688,1569.800048828125,105.0,175.0,1984.0
2019-05-07,11651.5,266.30194091796875,1624.1500244140625,948.0,507.0,273.70001220703125,16.399999618530273,308.45001220703125,869.0,15.600000381469728,21988.80078125,221.25,117.0,325.0,752.5,1060.5,368.1000061035156,1586.949951171875,104.46666717529295,175.60000610351562,1985.0
2019-05-08,11478.7001953125,261.9150390625,1601.0,945.0,480.25,268.04998779296875,15.399999618530272,307.95001220703125,850.0,15.149999618530272,21800.0,218.25,112.5999984741211,324.45001220703125,739.75,1056.0,361.25,1575.050048828125,102.66666412353516,166.89999389648438,1959.5
2019-05-09,11322.400390625,259.6885070800781,1589.0,928.9500122070312,477.8999938964844,265.95001220703125,14.199999809265137,311.95001220703125,847.0,15.199999809265137,21299.0,212.5,111.1500015258789,316.1000061035156,727.5499877929688,1065.449951171875,358.0,1575.699951171875,101.46666717529295,169.0,1951.300048828125
2019-05-10,11314.150390625,260.0191650390625,1595.0,925.0,468.9500122070313,263.0,14.300000190734863,316.70001220703125,867.0,16.0,21472.44921875,213.9499969482422,112.3000030517578,323.4750061035156,735.0,1090.0,361.6499938964844,1549.0999755859375,99.93333435058594,165.10000610351562,1923.699951171875
2019-05-13,11258.7001953125,260.5482482910156,1602.699951171875,886.5499877929688,473.0,257.5,14.050000190734863,310.0,833.0,15.800000190734863,21300.0,214.1000061035156,113.1999969482422,318.0,731.9000244140625,1090.0,350.8999938964844,1536.300048828125,97.46666717529295,162.75,1935.4000244140625
2019-05-14,11151.650390625,253.51593017578125,1577.0,848.25,459.9500122070313,256.3999938964844,14.449999809265137,296.20001220703125,796.5,15.25,21376.0,209.8999938964844,106.8000030517578,312.5,735.9500122070312,1075.5,335.1000061035156,1554.949951171875,95.06666564941406,150.75,1920.0
2019-05-15,11271.7001953125,255.1031646728516,1582.9000244140625,860.7999877929688,456.8500061035156,257.0,14.050000190734863,303.0,810.0,15.350000381469728,21500.0,213.1499938964844,110.3000030517578,315.6000061035156,723.5999755859375,1066.300048828125,337.8999938964844,1570.0,96.66666412353516,162.0,1914.9000244140625
2019-05-16,11180.349609375,247.7842712402344,1552.050048828125,848.9500122070312,446.25,253.8000030517578,13.0,300.6499938964844,766.0499877929688,14.600000381469728,21450.0,208.6000061035156,108.1500015258789,315.57501220703125,722.25,1096.1500244140625,340.70001220703125,1580.0,96.1999969482422,156.25,1917.199951171875
2019-05-17,11261.900390625,266.30194091796875,1575.5,845.8499755859375,442.0,252.6000061035156,12.399999618530272,298.0,771.0,14.449999809265137,21730.0,214.4499969482422,109.75,319.25,724.7999877929688,1097.0,334.6499938964844,1450.0,100.0,157.89999389648438,1896.0999755859373
2019-05-20,11651.900390625,276.0457763671875,1635.0,867.0,455.8500061035156,259.0,12.25,309.0,770.0,14.550000190734863,23389.0,224.0,117.9000015258789,325.04998779296875,747.0,1131.0,345.0,1519.0,103.33333587646484,162.0,1825.0
2019-05-21,11863.650390625,269.5646057128906,1670.0,879.9000244140625,484.0,262.0,12.600000381469728,312.04998779296875,756.0,16.350000381469727,22598.80078125,225.1000061035156,123.1999969482422,325.0,758.0,1150.0,356.1000061035156,1482.0,105.33333587646484,165.85000610351562,1849.0
2019-05-22,11727.9501953125,271.81317138671875,1620.800048828125,855.9000244140625,474.2999877929688,254.3999938964844,11.850000381469728,307.0,748.0,15.600000381469728,22398.80078125,220.5,126.6999969482422,323.2749938964844,758.25,1149.0,347.1000061035156,1500.0,103.33333587646484,154.0,1875.5
2019-05-23,11901.2998046875,275.78125,1638.75,855.0,480.0,254.6999969482422,12.300000190734863,309.70001220703125,763.5499877929688,16.5,22900.0,224.3500061035156,129.0,334.5,762.5499877929688,1150.0,352.1000061035156,1512.0,105.66666412353516,154.25,1945.0
2019-05-24,11748.0,272.0336303710937,1651.949951171875,880.7999877929688,481.7999877929688,248.5,12.850000381469728,308.0,747.0,15.850000381469728,21998.400390625,223.1999969482422,129.39999389648438,334.5249938964844,752.8499755859375,1101.0,357.0,1570.949951171875,106.0,152.9499969482422,1927.949951171875
2019-05-27,11855.5,277.32440185546875,1706.0,886.25,492.0,253.1999969482422,12.649999618530272,322.95001220703125,742.5499877929688,16.049999237060547,19850.0,233.0,137.3000030517578,342.3999938964844,741.0,1136.800048828125,369.0,1616.0,104.0,161.0,1960.050048828125
