Date,AAPL,AMZN,CIPLA.NS,GOOG,GOOGL,NFLX,NKE,TCS.NS,TSLA,WIPRO.NS
2019-01-01,39.93773651123047,85.9365005493164,503.61761474609375,55.81850051879883,56.294498443603516,339.5,77.8056411743164,1798.7362060546875,20.468000411987305,270.4411315917969
2019-02-01,41.54780578613281,81.99150085449219,539.8823852539062,55.99599838256836,56.32749938964844,358.1000061035156,81.46405792236328,1775.1602783203125,21.325332641601562,270.9844055175781
2019-03-01,45.774497985839844,89.0374984741211,514.9107666015625,58.66550064086914,58.84450149536133,356.55999755859375,80.01969909667969,1791.4490966796875,18.657333374023438,249.55926513671875
2019-04-01,48.35781478881836,96.32599639892578,550.0559692382812,59.42399978637695,59.948001861572266,370.5400085449219,83.67430877685547,2022.9827880859375,15.912667274475098,292.4093933105469
2019-05-01,42.18869400024414,88.75350189208984,544.068603515625,55.18149948120117,55.32500076293945,343.2799987792969,73.49007415771484,1965.8819580078125,12.343999862670898,280.5093078613281
2019-06-01,47.87879943847656,94.68150329589844,538.8114624023438,54.045501708984375,54.13999938964844,367.32000732421875,80.20046997070312,1993.313232421875,14.897333145141602,274.7306823730469
2019-07-01,51.536476135253906,93.33899688720703,507.3170166015625,60.83399963378906,60.90999984741211,322.989990234375,82.18758392333984,1990.0458984375,16.107332229614258,259.84332275390625
2019-08-01,50.49625778198242,88.81449890136719,462.6228332519531,59.404998779296875,59.5265007019043,293.75,80.72592163085938,2043.4378662109375,15.040666580200195,249.16749572753906
2019-09-01,54.38640594482422,86.79550170898438,416.6494445800781,60.95000076293945,61.05699920654297,267.6199951171875,89.95697021484375,1898.4727783203125,16.058000564575195,234.8677978515625
2019-10-01,60.4061279296875,88.83300018310547,457.1393127441406,63.00550079345703,62.939998626708984,287.4100036621094,85.7713623046875,2052.526123046875,20.994667053222656,253.96670532226562
2019-11-01,64.89604187011719,90.04000091552734,456.9924621582031,65.24800109863281,65.20449829101562,314.6600036621094,89.54511260986328,1893.84619140625,21.996000289916992,232.81097412109375
2019-12-01,71.52080535888672,92.39199829101562,468.2532653808594,66.85099792480469,66.96949768066406,323.57000732421875,97.28833770751953,1993.8770751953125,27.8886661529541,240.744384765625
2020-01-01,75.38363647460938,100.43599700927734,437.60430908203125,71.71150207519531,71.63899993896484,345.0899963378906,92.47722625732422,1917.6436767578125,43.371334075927734,231.92950439453125
2020-02-01,66.57901000976562,94.1875,393.7362060546875,66.96649932861328,66.9625015258789,369.0299987792969,85.83191680908203,1849.05810546875,44.53266525268555,217.77084350585938
2020-03-01,62.08135986328125,97.48600006103516,414.0545654296875,58.140499114990234,58.09749984741211,375.5,79.67595672607422,1688.155517578125,34.93333435058594,193.43206787109375
2020-04-01,71.72715759277344,123.69999694824219,578.8356323242188,67.43299865722656,67.33499908447266,419.8500061035156,83.9515380859375,1875.8841552734375,52.12533187866211,187.77757263183594
2020-05-01,77.6206283569336,122.11849975585938,636.3167114257812,71.44599914550781,71.6760025024414,419.7300109863281,94.92936706542969,1836.6802978515625,55.66666793823242,209.2645721435547
2020-06-01,89.30191040039062,137.9409942626953,628.5609130859375,70.68049621582031,70.90249633789062,455.0400085449219,94.65453338623047,1938.9273681640625,71.98733520507812,216.000732421875
2020-07-01,104.04850769042969,158.23399353027344,707.002197265625,74.14800262451172,74.39749908447266,488.8800048828125,94.22975158691406,2130.716796875,95.38400268554688,276.2823486328125
2020-08-01,126.35436248779297,172.54800415039062,700.5226440429688,81.70899963378906,81.47650146484375,529.5599975585938,108.01525115966797,2112.890625,166.10667419433594,266.7926330566406
2020-09-01,113.60417938232422,157.43649291992188,760.5562744140625,73.4800033569336,73.27999877929688,500.0299987792969,121.46102905273438,2332.908447265625,143.00332641601562,308.3406982421875
2020-10-01,106.78656768798828,151.8074951171875,740.7250366210938,81.05049896240234,80.80549621582031,475.739990234375,116.17843627929688,2494.424072265625,129.34666442871094,335.0396423339844
2020-11-01,116.78246307373047,158.40199279785156,731.9874877929688,88.03700256347656,87.72000122070312,490.70001220703125,130.32339477539062,2518.970703125,189.1999969482422,344.6768493652344
2020-12-01,130.3872528076172,162.84649658203125,804.9801635742188,87.59400177001953,87.63200378417969,540.72998046875,136.87344360351562,2691.091796875,235.22332763671875,379.8328857421875
2021-01-01,129.669921875,160.30999755859375,810.821533203125,91.78700256347656,91.36799621582031,532.3900146484375,129.50949096679688,2924.785400390625,264.510009765625,410.9570617675781
2021-02-01,119.15559387207031,154.64649963378906,772.6807861328125,101.84300231933594,101.09549713134766,538.8499755859375,130.6631622314453,2725.927490234375,225.1666717529297,404.39044189453125
2021-03-01,120.20952606201172,154.70399475097656,800.2186889648438,103.43150329589844,103.1259994506836,521.6599731445312,129.09278869628906,2992.98291015625,222.64332580566406,408.18499755859375
2021-04-01,129.37164306640625,173.37100219726562,893.7296752929688,120.50599670410156,117.67500305175781,513.469970703125,128.8305206298828,2859.0546875,236.47999572753906,485.65289306640625
2021-05-01,122.63041687011719,161.15350341796875,932.0176391601562,120.5780029296875,117.84249877929688,502.80999755859375,132.56082153320312,2975.370361328125,208.4066619873047,531.2860717773438
2021-06-01,135.01319885253906,172.00799560546875,954.1559448242188,125.31600189208984,122.0895004272461,528.2100219726562,150.3784637451172,3166.529052734375,226.56666564941406,537.791015625
2021-07-01,143.7866668701172,166.37950134277344,903.2525634765625,135.2209930419922,134.72650146484375,517.5700073242188,163.05191040039062,2997.779541015625,229.06666564941406,578.6932983398438
2021-08-01,149.6717987060547,173.5395050048828,930.4959106445312,145.46200561523438,144.69749450683594,569.1900024414062,160.3556671142578,3591.443115234375,245.24000549316406,631.7183837890625
2021-09-01,139.6976318359375,164.2519989013672,970.92041015625,133.2655029296875,133.67599487304688,610.3400268554688,141.59812927246094,3581.104248046875,258.49334716796875,624.967041015625
2021-10-01,147.89195251464844,168.6215057373047,893.4284057617188,148.27049255371094,148.04600524902344,690.3099975585938,163.10647583007812,3222.76123046875,371.3333435058594,637.4348754882812
