Date,AAPL,AMZN,CIPLA.NS,GOOG,GOOGL,NFLX,NKE,TCS.NS,TSLA,WIPRO.NS
2021-11-01,163.19447326660156,175.35350036621094,958.82763671875,142.45199584960938,141.8975067138672,641.9000244140625,165.00770568847656,3353.817138671875,381.586669921875,628.0716552734375
2021-12-01,175.5640869140625,166.7169952392578,931.9769897460938,144.67950439453125,144.8520050048828,602.4400024414062,162.50201416015625,3552.623779296875,352.260009765625,705.0468139648438
2022-01-01,172.80555725097656,149.57350158691406,932.8654174804688,135.69850158691406,135.30349731445312,427.1400146484375,144.62664794921875,3550.62841796875,312.239990234375,564.352783203125
2022-02-01,163.25469970703125,153.56300354003906,913.1715698242188,134.89100646972656,135.0570068359375,394.5199890136719,133.37451171875,3383.557861328125,290.1433410644531,548.6866455078125
2022-03-01,172.85745239257812,162.99749755859375,1004.9773559570312,139.64950561523438,139.0675048828125,374.5899963378906,131.43077087402344,3560.389404296875,359.20001220703125,584.32470703125
2022-04-01,156.0676727294922,124.28150177001953,968.6005859375,114.96649932861328,114.1094970703125,190.36000061035156,122.07801055908203,3376.417724609375,290.2533264160156,502.2882080078125
2022-05-01,147.34608459472656,120.20950317382812,980.19970703125,114.03900146484375,113.76200103759766,197.44000244140625,116.35101318359375,3202.82275390625,252.75332641601562,475.86053466796875
2022-06-01,135.5465850830078,106.20999908447266,905.42236328125,109.37249755859375,108.96299743652344,174.8699951171875,100.05110931396484,3131.192626953125,224.47332763671875,414.1445007324219
2022-07-01,161.11524963378906,134.9499969482422,964.849365234375,116.63999938964844,116.31999969482422,224.89999389648438,112.78238677978516,3164.544677734375,297.1499938964844,421.7594909667969
2022-08-01,155.87066650390625,126.7699966430664,1025.115478515625,109.1500015258789,108.22000122070312,223.55999755859375,104.46993255615234,3085.693359375,275.6099853515625,411.65594482421875
2022-09-01,137.2042236328125,113.0,1105.9801025390625,96.1500015258789,95.6500015258789,235.44000244140625,81.57390594482422,2887.1650390625,265.25,392.4443664550781
2022-10-01,152.23513793945312,102.44000244140625,1158.0081787109375,94.66000366210938,94.51000213623047,291.8800048828125,91.21733093261719,3068.396728515625,227.5399932861328,384.77960205078125
2022-11-01,146.96339416503906,96.54000091552734,1130.4814453125,101.44999694824219,100.98999786376953,305.5299987792969,107.9588851928711,3266.757568359375,194.6999969482422,405.03643798828125
2022-12-01,129.20777893066406,84.0,1067.2938232421875,88.7300033569336,88.2300033569336,294.8800048828125,115.16334533691406,3137.562744140625,123.18000030517578,390.95123291015625
2023-01-01,143.4879608154297,103.12999725341797,1009.760498046875,99.87000274658203,98.83999633789062,353.8599853515625,125.70515441894531,3235.831787109375,173.22000122070312,397.0233154296875
2023-02-01,146.5906219482422,94.2300033569336,899.1079711914062,90.30000305175781,90.05999755859375,322.1300048828125,117.27413177490234,3256.311767578125,205.7100067138672,386.2262878417969
2023-03-01,164.23377990722656,103.29000091552734,893.2554321289062,104.0,103.7300033569336,345.4800109863281,121.07499694824219,3151.186279296875,207.4600067138672,364.47271728515625
2023-04-01,168.99447631835938,105.44999694824219,900.74462890625,108.22000122070312,107.33999633789062,329.92999267578125,125.45964813232422,3164.30859375,164.30999755859375,384.1806640625
2023-05-01,176.5338897705078,120.58000183105469,945.3826293945312,123.37000274658203,122.87000274658203,395.2300109863281,104.21308898925781,3233.35986328125,203.92999267578125,402.7909851074219
2023-06-01,193.45355224609375,130.36000061035156,1006.78466796875,120.97000122070312,119.69999694824219,440.489990234375,109.27227020263672,3245.89208984375,261.7699890136719,388.32183837890625
2023-07-01,195.9269561767578,133.67999267578125,1165.5469970703125,133.11000061035156,132.72000122070312,438.9700012207031,109.65181732177734,3388.0693359375,267.42999267578125,404.18798828125
2023-08-01,187.36978149414062,138.00999450683594,1257.5999755859375,137.35000610351562,136.1699981689453,433.67999267578125,101.02986145019531,3332.694091796875,258.0799865722656,407.5308532714844
2023-09-01,170.9847412109375,127.12000274658203,1186.1500244140625,131.85000610351562,130.86000061035156,377.6000061035156,94.9805908203125,3503.26025390625,250.22000122070312,405.18585205078125
2023-10-01,170.54531860351562,133.08999633789062,1200.0,125.30000305175781,124.08000183105469,411.69000244140625,102.42516326904297,3344.558349609375,200.83999633789062,380.9874572753906
2023-11-01,189.7000732421875,146.08999633789062,1212.300048828125,133.9199981689453,132.52999877929688,473.9700012207031,109.9000015258789,3471.51416015625,240.0800018310547,412.17095947265625
2023-12-01,192.52999877929688,151.94000244140625,1246.300048828125,140.92999267578125,139.69000244140625,486.8800048828125,108.20570373535156,3775.903564453125,248.47999572753906,470.2969970703125
